zonei,Oi_road,Oi_bus,Oi_rail,Oi_all,Dj_road,Dj_bus,Dj_rail,Dj_all
70,1330.2418238586217,198.53005120226874,981.2281249391096,2510.0,1419.0919539135089,229.92921079778358,1009.0199500838927,2658.041114795185
71,230.95745989955455,44.89531640334782,241.14722369709764,517.0,1860.5055813357535,318.21725922803984,2184.1071888309457,4362.8300293947395
72,443.71526697871195,71.05568690653642,380.2290461147515,894.9999999999998,1046.3739220887978,174.3025245096308,964.8707536913585,2185.547200289787
73,225.73726181482294,46.765777920351546,261.4969602648256,534.0,1231.4195184082937,234.27642909171036,1535.6446121965218,3001.340559696526
74,249.9055933003894,51.29898358425157,266.79542311535903,568.0,1422.5156888482873,242.2531782013156,1703.7220330369132,3368.4909000865164
75,200.98951608218908,33.25167131474279,173.75881260306812,408.0,1274.134121837298,236.95604752251265,1139.8850204695898,2650.9751898294003
76,3254.4778981278455,679.4590197223765,2796.0630821497784,6730.0,1303.9698121578008,327.71346223673714,1034.4675720416024,2666.1508464361405
77,1017.9509603075078,197.46786225876494,835.5811774337274,2051.0,1748.032013971396,270.2154017586878,1351.3400510431727,3369.587466773257
78,793.8147629174939,168.50076976436733,738.6844673181391,1701.0000000000005,1159.6126398695665,257.9185881464759,1161.3088323339625,2578.840060350005
79,479.250188624634,89.5663150291704,411.1834963461955,979.9999999999999,1785.4849685351437,239.73618515270078,1461.9538618732895,3487.175015561134
80,2416.392526008311,453.58748640580745,1827.0199875858814,4697.0,1493.422702718631,291.69675083103965,1196.6545466556393,2981.7740002053097
81,407.74660657319964,83.31877472541855,417.9346187013819,909.0000000000001,1888.8678697143534,363.439657753081,2163.5555701239523,4415.863097591387
82,359.49377281079563,70.2411793016868,385.2650478875175,815.0,1394.4806800792421,224.53886369632392,1658.4900067175404,3277.5095504931064
83,292.59149768400533,50.68855249765643,294.7199498183382,638.0,1433.9609818008096,214.77805014668647,1610.4933138078234,3259.2323457553193
84,596.9062005218616,149.749545602969,490.3442538751695,1237.0,1199.3754962631654,413.8592222330529,1022.2238258451004,2635.4585443413184
85,169.34321856136154,32.901528506975225,139.7552529316633,342.0000000000001,1326.1059710020809,255.87794056349236,1146.91075086654,2728.8946624321134
86,180.10194190369182,33.56844995254102,196.32960814376713,410.0,1335.5532441297917,218.6176792585924,1642.9083382497163,3197.0792616381004
87,2238.08187206788,443.1450007015397,1898.77312723058,4580.0,1490.7958178152996,253.59496687169505,1293.6805765214147,3038.071361208409
88,1262.111235545254,232.9076804896411,1267.9810839651057,2763.000000000001,1494.1333718018238,235.86057993403136,1707.7413222582552,3437.7352739941107
89,1734.6155751016106,306.9802938161528,1775.4041310822365,3817.0,908.4731153229586,155.6342708819479,1049.2110627593604,2113.318448964267
90,998.8085011410603,157.2191422139147,713.9723566450248,1869.9999999999998,2166.922784781847,294.45042530329886,1680.4658185368373,4141.839028621983
91,1033.9392889366998,161.99663057776627,982.0640804855341,2178.0,1769.3575942944228,251.66087770495704,1896.884502962971,3917.902974962351
92,792.0673284937491,107.74985685151611,593.1828146547349,1493.0,2024.5598318103885,216.0943560189181,1666.660216677597,3907.3144045069034
93,396.5522653478761,59.721781094943026,429.72595355718096,886.0,1566.2355509830686,178.3424900614007,2010.835941294039,3755.4139823385085
94,416.8952035285129,67.22690941378745,440.87788705769947,924.9999999999998,1749.031643496535,234.03386004762302,2159.090288082466,4142.155791626624
95,392.8673365245426,50.41993938318204,387.71272409227527,831.0,1672.3352186427871,175.30032326484286,1938.1288772995717,3785.7644192072016
96,771.9868489539875,104.52649814632025,631.4866528996922,1508.0,1716.2257113865608,177.08503549250645,1650.831249182112,3544.1419960611793
97,2504.1682191799546,399.7492941347531,1941.0824866852913,4844.999999999999,1705.8809225769364,190.6841174017119,1523.0752576488828,3419.6402976275313
98,1017.9209150762547,119.22254775495118,781.856537168794,1919.0,1865.8432193635033,183.12503217329225,1398.756488007258,3447.7247395440536
99,370.65418714539254,49.39078532931109,361.95502752529643,782.0,1470.7710703857606,163.42734615917658,1666.6674341165613,3300.8658506614984
100,1685.9911364556797,260.23365531084187,1692.775208233478,3638.9999999999995,1768.2003691168231,204.9105534478347,2050.3302417537293,4023.441164318387
101,501.55670046865816,66.42247332072039,423.0208262106215,991.0000000000001,1339.2158887259243,137.2590987073315,1254.6861193713999,2731.161106804656
102,486.9406623993527,71.91775120314736,386.14158639749985,944.9999999999999,2018.1316485550283,226.6624527048161,1894.245340351069,4139.039441610914
103,1275.5786016151828,164.21682956138847,931.2045688234291,2371.0000000000005,2072.062980593665,242.0315591688608,1575.3649747433672,3889.459514505893
104,548.3814211964965,81.79100440380489,541.8275743996985,1172.0,2922.0414688396913,379.25238193201886,3340.95731396423,6642.251164735941
105,67.93917428907484,10.492521854411978,49.568303856513204,128.00000000000003,1406.0814643389128,158.55159074083835,1101.4449877604568,2666.0780428402077
106,3948.7718040581176,510.8641115746361,2639.364084367246,7099.0,2159.4280423349433,211.0294755651157,2029.2380488776048,4399.695566777664
107,159.3349865022928,19.305658193392368,120.35935530431483,299.0,2215.718833010377,224.805798802577,1761.6249707752436,4202.149602588197
108,980.4532197431442,143.12734441364626,1003.4194358432097,2127.0,2186.4213186262223,233.64661187176037,2752.6117433060103,5172.679673803993
109,1957.6143148277272,249.29110903677264,1509.0945761355001,3716.0,2190.684975743704,202.38636733541978,1945.2119641791987,4338.283307258323
110,1278.6134456935283,167.2374785691194,1172.1490757373524,2618.0,1667.1001529596324,171.7495478980171,1789.4777416790678,3628.327442536717
111,437.5101505314241,57.21056328416848,440.2792861844076,935.0000000000002,2625.5897516991004,294.57444938000896,3054.7078395087524,5974.872040587861
112,187.39371674250603,24.09118362503692,160.51509963245704,372.0,2625.197325098279,325.47292810817623,2422.567244683534,5373.23749788999
113,870.7118885423841,109.65299513016463,853.635116327451,1833.9999999999998,1853.8373807997466,224.9048241314236,2112.475837911114,4191.218042842284
114,760.1293618026917,98.36771070237663,693.5029274949313,1551.9999999999995,2252.5750775858273,248.9706608545564,2419.299407170065,4920.8451456104485
115,1071.743849854276,139.3519132213663,894.904236924358,2106.0,1910.2511754717805,176.97844871959768,1929.3587227343323,4016.5883469257105
116,5485.042258457258,727.5389608414813,4107.418780701261,10320.0,1325.2245705482585,148.41747998028328,1076.8613654274725,2550.5034159560146
117,671.7019161995745,99.22341746721727,547.0746663332084,1318.0,3010.2848119314262,498.6911888666454,2590.727379375355,6099.703380173427
118,2040.6324700947382,303.24836055395724,1390.119169351304,3733.999999999999,1921.3875920798184,193.56538710417163,1466.8489163250738,3581.801895509064
119,341.502117686718,43.705871043304775,330.79201126997725,716.0,2094.644205783194,258.6296617290392,2313.9645151200098,4667.238382632243
120,1084.9439015351488,136.42524435067097,841.6308541141802,2063.0,3282.5339389370047,425.0166273014225,2640.387022151062,6347.937588389489
121,1286.2714109146732,193.37441335501842,1126.3541757303085,2606.0,2866.819446187468,520.8874630870474,2740.167111711375,6127.874020985891
122,201.51762945536848,23.7915506132934,153.69081993133807,378.99999999999994,3021.950935168214,382.05453267519863,2469.9633029752313,5873.968770818644
123,433.0738806475414,67.31805554695462,372.60806380550406,873.0,1818.234712814443,323.19167462559983,1678.4876150977314,3819.9140025377737
124,259.49986499544707,42.55861358598491,282.94152141856813,585.0000000000001,1445.4917574298781,178.4975668984519,1800.3943812989273,3424.3837056272573
125,452.3296195680334,79.25186880522918,441.41851162673726,972.9999999999998,1307.174872127946,172.3076509665249,1459.0936732916944,2938.576196386165
126,1136.1668714973853,195.9211400227046,974.9119884799098,2306.9999999999995,1770.8309889918778,178.7351910371253,1798.1841237007097,3747.750303729713
127,454.1966652170938,73.74061797536798,381.06271680753827,909.0,2237.620429087711,222.57113193189744,2066.36636196375,4526.557922983358
128,1388.9855485615606,242.41856333581987,1301.5958881026195,2933.0,2060.4984025002163,220.40715173899054,2288.0557098925265,4568.9612641317335
129,741.599499334095,109.74214759267244,580.6583530732325,1432.0,1554.544408298998,195.20624127379446,1348.832651618011,3098.5833011908035
130,2446.436827702796,389.0738982878805,1852.4892740093223,4687.999999999999,2075.3703418532514,258.85556273555517,1701.6749407263694,4035.9008453151764
131,636.1534308628699,101.12088408523775,533.7256850518924,1271.0,1782.6337054564924,178.59797845355308,1685.119858818938,3646.351542728983
132,584.613647580675,106.42904599732361,503.9573064220014,1195.0,787.6244650263816,111.97023770155704,834.917177802343,1734.5118805302816
133,250.5302319488754,40.0851797454915,232.38458830563317,523.0000000000001,1515.573860834951,174.93867047993544,1633.5136470643076,3324.026178379194
134,544.4935432744865,89.82661694223822,627.6798397832756,1262.0000000000002,1585.8648938102774,184.3738081722842,2258.8898916077787,4029.1285935903406
135,514.9702471538235,87.8238885465377,462.2058642996388,1065.0,1717.9307351990265,180.03055163512457,1555.1377225961571,3453.099009430308
136,1055.7054498544044,166.22950784664383,1035.0650422989515,2257.0,1036.0326372786337,147.13034226054606,1208.8800301476497,2392.0430096868295
137,339.97345816794814,54.78698725844866,304.2395545736033,699.0000000000001,1562.250977248,164.2229848362189,1583.4543708045906,3309.9283328888096
138,1291.658507181562,218.16486154020723,1363.1766312782313,2873.000000000001,1231.864256621287,161.45248209792638,1587.4931959671276,2980.809934686341
139,5681.566986329784,917.3690369833589,5660.063976686856,12259.0,1625.6928081380545,210.7531702871069,1880.6807918834877,3717.126770308649
140,1021.0474427861861,195.1485845568268,1208.803972656987,2425.0,879.4111094409335,149.7578963414787,1232.4003874668383,2261.5693932492504
141,953.5417089055668,140.13992337963126,883.3183677148016,1976.9999999999995,1392.1533077392967,166.5950829628906,1537.070069844041,3095.8184605462284
142,150.85246923713962,26.049970018509416,200.09756074435094,377.0,1148.9528514313738,149.41356937938434,1879.5764317524104,3177.9428525631683
143,583.250536677056,81.5106888086286,534.2387745143153,1199.0,1056.168379799116,118.71912436127927,1036.360364557038,2211.2478687174334
144,1056.4930567496885,175.96720327562718,1073.5397399746842,2306.0,1033.7250342282573,170.49079105853193,1172.6720113463523,2376.8878366331414
145,1011.7178074311153,170.5767883226061,884.7054042462787,2067.0,1477.996597845997,174.23158602783099,1257.760439397265,2909.9886232710933
146,175.2175373214252,29.203226492872517,220.57923618570234,425.00000000000006,1061.9104141569583,149.7151944931978,1554.054587322017,2765.680195972173
147,498.3460021200193,70.16946505841696,556.4845328215636,1124.9999999999998,889.8016801166975,95.39029067410351,1193.701757084864,2178.8937278756653
148,126.28346146920812,24.896881588172484,143.81965694261945,295.00000000000006,1043.2215758655746,159.33401588172765,1456.3611475191592,2658.9167392664613
149,1756.4798954859425,326.62156279641846,2007.8985417176398,4091.000000000001,1099.7029695266835,170.6679140927971,1387.4820567903676,2657.852940409848
150,177.9174085777522,26.36211923689357,219.7204721853542,424.0,889.5385922461727,117.31878361647148,1318.3913309963245,2325.248706858969
151,1051.0858943382186,190.92541123497855,923.9886944268027,2166.0,1903.0994057928087,261.01533681064325,1577.8431063553974,3741.9578489588494
152,285.61841816751854,47.29152191104888,364.0900599214325,697.0,1011.0671629639828,139.4238708519245,1595.8992956836216,2746.390329499529
153,184.51578804284088,28.802854571621268,228.68135738553786,442.0,847.8000688815915,115.21015993901739,1267.73368087558,2230.743909696189
154,924.3458529622474,165.78168846790908,1029.8724585698437,2120.0,896.9273383999514,125.17982880712009,1223.0806108262057,2245.187778033277
155,816.6284384603506,128.4263884185129,720.9451731211363,1665.9999999999998,1137.4889121106596,142.49261666772256,850.766309444318,2130.7478382227
156,250.79237039620307,53.57442382860529,345.63320577519164,650.0,1063.0660054914408,189.24525515033883,1812.7525270352987,3065.0637876770784
157,1628.0482533531103,308.3343858308068,1718.6173608160832,3655.0,795.8351541489202,134.37272901936967,1058.2372526518914,1988.4451358201813
158,734.215576877792,160.70691135702148,901.0775117651867,1796.0000000000002,920.6565149318726,167.70993409960116,1218.0419903790303,2306.408439410504
159,239.82317798863102,50.40349088153976,271.77333112982916,562.0,851.0627697235759,164.7425749028965,1110.9825704855878,2126.78791511206
160,829.4986875964098,127.26063410111082,723.2406783024794,1680.0,1728.595439964881,265.8992739127383,1570.8725486808225,3565.367262558442
161,1084.1244508945758,168.8190462084498,953.0565028969744,2206.0,2052.1991142767906,314.89222382441255,1873.4387922905594,4240.530130391762
162,1762.7846432410756,280.1273174430806,1605.0880393158434,3647.9999999999995,2183.7997690905804,375.5818687909364,2239.310367987405,4798.692005868921
163,437.40755520303634,65.50781777959013,486.0846270173734,988.9999999999999,1813.4768317067378,302.1611933411503,2339.370345108698,4455.008370156586
164,466.8163468079726,62.41204616435669,533.7716070276709,1063.0000000000002,2603.9425805346264,349.75346656674543,3496.068985225959,6449.76503232733
165,448.0422521877889,72.7917940792297,523.1659537329815,1044.0,1985.3327870447622,348.92657725353416,2647.3043211114523,4981.563685409748
166,1705.353405659107,258.33065287860154,1470.315941462291,3433.9999999999995,2013.4077690187366,416.08756448542454,1776.982887563101,4206.478221067262
167,3429.600561429313,614.5980445026615,4127.801394068026,8172.0,2133.643835952385,417.5665368876257,2968.5469337302393,5519.75730657025
168,730.8221685997032,115.84410201859545,824.3337293817017,1671.0000000000005,2398.464409947846,504.6538872249258,3135.175087357329,6038.293384530101
169,1272.5387997543892,224.80036350346165,1159.660836742149,2657.0,3043.9938868598606,661.1261085367505,3088.3980250173177,6793.518020413929
170,468.07246322926625,79.2744973463118,423.6530394244221,971.0000000000001,2179.0384353558634,401.8320026800303,2044.608634802644,4625.479072838538
171,587.2559863429882,85.4893195633945,527.2546940936173,1200.0,2242.6290245043815,394.9282680327588,2128.418123079448,4765.975415616588
172,504.5312521396546,72.28318858865326,545.1855592716919,1121.9999999999998,2896.4998417648926,463.41273411753656,3622.949628486611,6982.86220436904
173,290.28652337698446,42.18103610388744,334.53244051912804,667.0,1616.7534970442427,280.9783831099583,2150.936423994229,4048.66830414843
174,461.7380707641419,76.34883561468268,516.9130936211754,1055.0,1979.1230751773712,442.49610813549936,2589.9117859860785,5011.530969298949
175,183.00403286774812,26.958704003500902,214.03726312875096,424.0,2819.6252398724982,458.419320561214,3844.8760660352928,7122.920626469006
176,1249.287384026681,204.49910426188998,1067.2135117114292,2521.0,1771.7730597635557,327.37576524160147,1665.797310045377,3764.946135050534
177,2208.896641831199,317.88891568686734,2420.214442481933,4946.999999999999,2010.4466087436786,398.3178530664836,2519.3745345063735,4928.138996316536
178,3967.1665769763363,624.6491770765653,3308.1842459470986,7900.0,2112.6201448205625,488.88120025575665,1782.0985598817895,4383.599904958109
179,756.589723013554,114.12432760639045,639.2859493800556,1510.0,2103.0588746188587,349.0178294601722,1979.3337595947562,4431.4104636737875
180,10270.936412652509,1607.2677205350424,9142.795866812447,21021.0,1731.2056840152543,423.91380562739056,1634.6806050336531,3789.800094676298
181,3130.3578091202007,481.86874647677683,2989.7734444030234,6602.000000000001,1513.499958757531,422.74961735038204,1612.2292736240995,3548.4788497320123
182,3274.8228782750325,514.1973641359033,3021.979757589064,6811.0,1563.9668346783162,450.74207423559164,1590.6057655585973,3605.3146744725054
183,1987.8329143683563,283.2508666269871,1856.9162190046568,4128.0,983.8807730982147,253.68223914230583,1011.1276141304689,2248.6906263709893
184,3713.290225657783,526.7488514800903,4089.960922862126,8330.0,1149.277000856514,285.8599352120269,1512.2606403350455,2947.3975764035863
185,17080.65733347989,2591.560416536181,15717.78224998393,35390.0,1225.8291827613846,314.8505017205255,1274.5753820689335,2815.2550665508434
186,12481.181488657068,1682.9232213030218,12569.895290039907,26734.0,1365.4407079715127,383.537570395606,1653.4256255646508,3402.4039039317695
187,30084.4519163656,4368.510175868573,26527.03790776583,60980.0,1669.814000938649,508.9959797059952,1664.8102813891105,3843.620262033755
188,735.4906445605656,110.91719828826666,735.5921571511675,1581.9999999999995,2048.05176589425,191.18821195622056,2423.716014088772,4662.955991939243
189,305.3070515885517,45.46012380833201,307.2328246031164,658.0000000000001,2182.4683076680267,199.5177167145377,2600.8206829165674,4982.806707299132
190,413.0548497392465,65.77652137113269,436.1686288896209,915.0,1498.525127748959,149.92161248689834,1858.4421738496649,3506.888914085522
191,391.81589295846993,60.86005903826596,331.32404800326407,784.0,1900.0364262712299,178.58396427848487,1699.562836557679,3778.1832271073936
192,377.8527350886783,60.30132624558761,404.84593866573425,843.0000000000002,1474.5426675548667,145.94674754745137,1935.586148194179,3556.0755632964974
193,178.32497463556234,29.283996975270302,180.39102838916733,388.0,1710.0290110349579,178.47037400655552,2102.7228852471894,3991.222270288703
194,580.5313621457376,93.90524331300034,574.5633945412624,1249.0000000000005,1786.8866674219403,175.85127160351362,1993.8692265057791,3956.607165531233
195,441.6729574478046,75.63640266290369,509.6906398892917,1027.0,1594.2770580249633,163.20799724921164,2245.8079687062223,4003.2930239803973
196,239.1805773896781,35.18719360178433,258.63222900853754,533.0,1692.5463067355768,160.36453477976514,2214.0946647723686,4067.0055062877104
197,844.356129444035,131.16892035977907,770.4749501961863,1746.0000000000005,1407.044313969246,138.9532724763896,1495.6078388688868,3041.6054253145226
198,427.4276351407374,65.2185109912113,448.3538538680512,940.9999999999999,1799.4889706161869,172.92691731380688,2266.5271081225565,4238.94299605255
199,1175.2889924833628,194.49544070615198,1258.2155668104847,2627.9999999999995,1642.352901825525,167.82036934479117,2036.838345913043,3847.011617083359
200,405.97015159615137,67.41501365167807,522.6148347521706,996.0,1570.754209823599,178.38713072719474,2466.21063341373,4215.3519739645235
201,1473.4376848400568,213.20842642876912,1694.3538887311738,3381.0,1612.4620170251037,159.62880962095034,2246.4204493049897,4018.511275951044
202,661.3487599838513,102.08333655530647,680.5679034608423,1444.0,1574.2531543494642,168.0433457497384,1955.165780581289,3697.462280680492
203,195.4533060640511,30.170213865364236,248.37648007058465,474.0,1587.093636004835,176.4945568627202,2498.126955062173,4261.715147929728
204,185.71566650996152,31.72776478259842,244.55656870744005,462.0,1507.9783820452105,186.91129852504017,2403.739832372199,4098.62951294245
205,1228.9693468989865,197.04417175759065,1273.9864813434222,2699.999999999999,1411.0926516463296,148.86427511239106,1756.9705621893372,3316.927488948058
206,2509.5010396163298,456.6551440754242,2348.8438163082465,5315.0,1526.5677064017082,198.7647118204391,1599.9594713146444,3325.2918895367916
207,287.21726268924147,47.382843585649304,345.39989372510917,680.0,1200.321321489235,140.0298018977688,1775.314970875372,3115.6660942623757
208,940.8177345132395,159.62044816603645,1131.561817320724,2232.0,2107.6234804562273,262.1747961993886,3168.7076648178668,5538.505941473482
