idx,Ck1Road,Ck1Bus,Ck1Rail,Ck2Road,Ck2Bus,Ck2Rail,CkDiffRoad,CkDiffBus,CkDiffRail,Lk1Road,Lk1Bus,Lk1Rail,Lk2Road,Lk2Bus,Lk2Rail,deltaLkRoad,deltaLkBus,deltaLkRail,scenarioLinkDepthRoad, scenarioLinkDepthBus, scenarioLinkDepthRail,scenarioLinkKMRoad, scenarioLinkKMBus, scenarioLinkKMRail,scenarioLinkSavedSecsRoad, scenarioLinkSavedSecsBus, scenarioLinkSavedSecsRail,LBarRoad, LBarBus, LBarRail,nMinusRoad, nMinusBus, nMinusRail,SavedSecsRoad, savedSecsBus, savedSecsRail,net_mode, net_i, net_j, net_secs
0,7875351.3591195345,3020828.4394794814,9164254.201400975,7864770.071333377,3018482.7436938956,9177181.184972735,-10581.287786157802,-2345.695785585791,12926.983571760356,127394236.97560136,47481320.86912158,238888193.9478555,127218490.61774836,47456270.21756066,239489077.22333118,-175746.3578529954,-25050.651560924947,600883.2754756808,0,0,1,0.0,0.0,3.8971924781799316,0.0,0.0,171.61734580993652,0,0,3.8971924781799316,0,0,1507316,0.0,0.0,9363138.739942193,2,20,714,140.29892921447754
1,7875351.3591195345,3020828.4394794814,9164254.201400975,7865133.794400994,3018567.492559222,9176732.713039778,-10217.564718540758,-2260.94692025939,12478.511638803408,127394236.97560136,47481320.86912158,238888193.9478555,127223727.56075732,47457354.93380142,239440392.80882558,-170509.4148440361,-23965.935320161283,552198.8609700799,0,0,1,0.0,0.0,3.306811809539795,0.0,0.0,134.88807106018066,0,0,3.306811809539795,0,0,1398314,0.0,0.0,8585171.115597187,2,20,716,119.0452251434326
2,7875351.3591195345,3020828.4394794814,9164254.201400975,7865530.324867847,3018660.950418932,9176242.724713236,-9821.034251687117,-2167.489060549531,11988.523312261328,127394236.97560136,47481320.86912158,238888193.9478555,127229480.08072287,47458626.47659524,239375069.873786,-164756.89487849176,-22694.392526343465,486875.92593050003,0,0,1,0.0,0.0,2.2743871212005615,0.0,0.0,104.11041355133057,0,0,2.2743871212005615,0,0,950847,0.0,0.0,7452758.209940183,2,20,717,81.87793636322021
3,7875351.3591195345,3020828.4394794814,9164254.201400975,7864242.072549796,3018368.7045179014,9177823.222932324,-11109.28656973876,-2459.7349615800194,13569.021531349048,127394236.97560136,47481320.86912158,238888193.9478555,127210934.08037193,47454965.49659229,239541221.88890305,-183302.895229429,-26355.372529290617,653027.9410475492,0,0,1,0.0,0.0,4.627669811248779,0.0,0.0,199.52576065063477,0,0,4.627669811248779,0,0,1749445,0.0,0.0,10195289.080760203,2,20,718,166.59611320495605
4,7875351.3591195345,3020828.4394794814,9164254.201400975,7864719.024655577,3018478.389345974,9177236.58599846,-10632.334463957697,-2350.050133507233,12982.384597485885,127394236.97560136,47481320.86912158,238888193.9478555,127217779.52095099,47456250.144840024,239482805.84298873,-176457.45465037227,-25070.724281556904,594611.8951332271,0,0,1,0.0,0.0,4.034816265106201,0.0,0.0,167.7183780670166,0,0,4.034816265106201,0,0,1517150,0.0,0.0,9344437.655286822,2,20,719,145.25338554382324
5,7875351.3591195345,3020828.4394794814,9164254.201400975,7865169.398446982,3018596.3756802627,9176668.225872746,-10181.960672552697,-2232.0637992187403,12414.024471770972,127394236.97560136,47481320.86912158,238888193.9478555,127224014.63241193,47457971.59059188,239388799.32288784,-170222.34318943322,-23349.278529703617,500605.3750323355,0,0,1,0.0,0.0,3.069194793701172,0.0,0.0,136.9613800048828,0,0,3.069194793701172,0,0,1014001,0.0,0.0,7683054.892526557,2,20,720,110.49101257324219
6,7875351.3591195345,3020828.4394794814,9164254.201400975,7868600.122636845,3019328.1656593527,9172505.711703796,-6751.236482689157,-1500.2738201287575,8251.510302821174,127394236.97560136,47481320.86912158,238888193.9478555,127280658.39562953,47465504.324464336,239226144.624692,-113578.57997183502,-15816.544657245278,337950.67683649063,0,0,1,0.0,0.0,1.7242134809494019,0.0,0.0,66.60097646713257,0,0,1.7242134809494019,0,0,680724,0.0,0.0,5984500.147048339,2,20,721,62.071685314178474
7,7875351.3591195345,3020828.4394794814,9164254.201400975,7865121.872943261,3018590.5653881826,9176721.561668528,-10229.486176273786,-2237.874091298785,12467.360267553478,127394236.97560136,47481320.86912158,238888193.9478555,127222762.4997524,47458032.64690554,239364229.6856936,-171474.4758489579,-23288.222216039896,476035.73783808947,0,0,1,0.0,0.0,3.023547887802124,0.0,0.0,205.17383480072021,0,0,3.023547887802124,0,0,879432,0.0,0.0,7162989.537844346,2,20,723,108.84772396087646
8,7875351.3591195345,3020828.4394794814,9164254.201400975,7865562.83890559,3018678.4111393965,9176192.749954998,-9788.520213944837,-2150.028340084944,11938.548554023728,127394236.97560136,47481320.86912158,238888193.9478555,127230909.17922123,47458659.86896395,239387892.94296047,-163327.79638013244,-22661.000157631934,499698.99510496855,0,0,1,0.0,0.0,4.116359233856201,0.0,0.0,235.4117603302002,0,0,4.116359233856201,0,0,1073168,0.0,0.0,7896355.321294239,2,20,724,148.18893241882324
9,7875351.3591195345,3020828.4394794814,9164254.201400975,7864544.162153358,3018469.9718555426,9177419.865991075,-10807.196966176853,-2358.4676239388064,13165.664590099826,127394236.97560136,47481320.86912158,238888193.9478555,127213084.68953098,47456800.2050409,239381320.80031475,-181152.28607037663,-24520.664080679417,493126.8524592519,0,0,1,0.0,0.0,3.9999966621398926,0.0,0.0,222.07304191589355,0,0,3.9999966621398926,0,0,890396,0.0,0.0,7226963.824063197,2,20,725,143.99987983703613
