idx,Ck1Road,Ck1Bus,Ck1Rail,Ck2Road,Ck2Bus,Ck2Rail,CkDiffRoad,CkDiffBus,CkDiffRail,Lk1Road,Lk1Bus,Lk1Rail,Lk2Road,Lk2Bus,Lk2Rail,deltaLkRoad,deltaLkBus,deltaLkRail,scenarioLinkDepthRoad, scenarioLinkDepthBus, scenarioLinkDepthRail,scenarioLinkKMRoad, scenarioLinkKMBus, scenarioLinkKMRail,scenarioLinkSavedSecsRoad, scenarioLinkSavedSecsBus, scenarioLinkSavedSecsRail,LBarRoad, LBarBus, LBarRail,nMinusRoad, nMinusBus, nMinusRail,SavedSecsRoad, savedSecsBus, savedSecsRail,net_mode, net_i, net_j, net_secs
0,7875351.3591195345,3020828.4394794814,9164254.201400975,7875106.453943099,3020754.356213014,9164573.189843832,-244.90517643559724,-74.08326646732166,318.98844285681844,127394236.97560136,47481320.86912158,238888193.9478555,127388571.0758384,47480153.927610606,238913684.5801104,-5665.899762958288,-1166.9415109753609,25490.632254898548,0,0,1,0.0,0.0,0.5762170553207397,0.0,0.0,34.941391468048096,0,0,0,0,0,207091,0.0,0.0,713804.7435816998,2,149,149,20.74381399154663
1,7875351.3591195345,3020828.4394794814,9164254.201400975,7873341.222371115,3020354.5154889673,9166738.262139922,-2010.1367484191433,-473.9239905141294,2484.0607389472425,127394236.97560136,47481320.86912158,238888193.9478555,127355348.24342814,47475284.89353441,239003268.49048385,-38888.73217321932,-6035.975587174296,115074.54262834787,0,0,1,0.0,0.0,1.9303479194641113,0.0,0.0,74.56329917907715,0,0,1.9303479194641113,0,0,419462,0.0,0.0,2446166.5123367477,2,149,150,69.49252510070801
2,7875351.3591195345,3020828.4394794814,9164254.201400975,7872828.525726865,3020221.9303006516,9167383.543972442,-2522.8333926694468,-606.509178829845,3129.342571467161,127394236.97560136,47481320.86912158,238888193.9478555,127345522.64731745,47473652.22651282,239047191.48567313,-48714.32828390598,-7668.642608761787,158997.5378176272,0,0,1,0.0,0.0,0.8861668705940247,0.0,0.0,34.229851484298706,0,0,0.8861668705940247,0,0,450227,0.0,0.0,3047573.57279182,2,149,152,31.902007341384888
3,7875351.3591195345,3020828.4394794814,9164254.201400975,7873561.392306281,3020395.84957732,9166476.75811638,-1789.9668132532388,-432.58990216162056,2222.556715404615,127394236.97560136,47481320.86912158,238888193.9478555,127358980.57755885,47475709.214927286,238998333.26014844,-35256.39804251492,-5611.654194295406,110139.31229293346,0,0,1,0.0,0.0,1.9211859703063965,0.0,0.0,74.20940208435059,0,0,1.9211859703063965,0,0,385076,0.0,0.0,2410065.5431825137,2,149,153,69.16269493103027
4,7875351.3591195345,3020828.4394794814,9164254.201400975,7873583.355037225,3020408.769014835,9166441.875947911,-1768.0040823090822,-419.67046464653686,2187.674546936527,127394236.97560136,47481320.86912158,238888193.9478555,127359418.53727703,47476122.546532,238990536.08544484,-34818.43832433224,-5198.322589583695,102342.13758933544,0,0,1,0.0,0.0,3.326528787612915,0.0,0.0,132.3605089187622,0,0,3.326528787612915,0,0,351592,0.0,0.0,2032179.3365370925,2,149,154,119.75503635406496
5,7875351.3591195345,3020828.4394794814,9164254.201400975,7872988.994515478,3020255.989102366,9167189.016382156,-2362.364604056813,-572.4503771155141,2934.8149811811745,127394236.97560136,47481320.86912158,238888193.9478555,127347971.89836271,47473959.3753774,239039995.8387344,-46265.07723864913,-7361.493744179606,151801.89087888598,0,0,1,0.0,0.0,1.124930500984192,0.0,0.0,43.45254707336426,0,0,1.124930500984192,0,0,468576,0.0,0.0,2942153.1475646943,2,149,156,40.49749803543091
6,7875351.3591195345,3020828.4394794814,9164254.201400975,7874553.920225685,3020637.6949449764,9165242.384829301,-797.4388938490301,-190.74453450506553,988.1834283266217,127394236.97560136,47481320.86912158,238888193.9478555,127378287.15260537,47478783.614875436,238935373.64081877,-15949.822995990515,-2537.254246145487,47179.69296327233,0,0,1,0.0,0.0,3.3555829524993896,0.0,0.0,157.9902219772339,0,0,3.3555829524993896,0,0,254813,0.0,0.0,1561503.402957201,2,149,157,120.80098628997803
7,7875351.3591195345,3020828.4394794814,9164254.201400975,7875018.872185178,3020733.361003672,9164681.76681116,-332.48693435639143,-95.07847580965608,427.5654101856053,127394236.97560136,47481320.86912158,238888193.9478555,127386636.99767818,47479851.32995113,238919086.6096355,-7599.977923184633,-1469.5391704514623,30892.661779999733,0,0,1,0.0,0.0,2.3508942127227783,0.0,0.0,97.43117809295654,0,0,2.3508942127227783,0,0,216385,0.0,0.0,713920.1331731081,2,149,158,84.63219165802002
8,7875351.3591195345,3020828.4394794814,9164254.201400975,7873976.81126902,3020510.196446339,9165946.992284654,-1374.547850514762,-318.24303314229473,1692.790883678943,127394236.97560136,47481320.86912158,238888193.9478555,127367986.11876085,47477420.90149749,238959627.04942518,-26250.856840506196,-3899.967624090612,71433.10156968236,0,0,1,0.0,0.0,3.6684277057647705,0.0,0.0,144.31862926483154,0,0,3.6684277057647705,0,0,242131,0.0,0.0,1761811.3022423545,2,150,132,132.06339740753174
9,7875351.3591195345,3020828.4394794814,9164254.201400975,7873304.908728512,3020350.5488483445,9166778.542423202,-2046.4503910224885,-477.8906311369501,2524.3410222269595,127394236.97560136,47481320.86912158,238888193.9478555,127355265.17855567,47475464.21535263,238998873.81592867,-38971.7970456928,-5856.653768949211,110679.86807316542,0,0,1,0.0,0.0,2.9538795948028564,0.0,0.0,123.15711879730225,0,0,2.9538795948028564,0,0,324933,0.0,0.0,2204987.9343359172,2,150,136,106.33966541290283
10,7875351.3591195345,3020828.4394794814,9164254.201400975,7871992.619653678,3020028.558755643,9168412.821590684,-3358.7394658569247,-799.8807238382287,4158.620189709589,127394236.97560136,47481320.86912158,238888193.9478555,127330182.22848417,47471514.63747879,239072378.61942986,-64054.74711719155,-9806.231642790139,184184.67157435417,0,0,1,0.0,0.0,2.193289279937744,0.0,0.0,222.46425819396973,0,0,2.193289279937744,0,0,393827,0.0,0.0,2731278.0670930166,2,150,140,78.95841407775879
11,7875351.3591195345,3020828.4394794814,9164254.201400975,7873785.965652965,3020453.212522952,9166194.821824042,-1565.3934665694833,-375.2269565295428,1940.6204230673611,127394236.97560136,47481320.86912158,238888193.9478555,127363862.2995867,47476511.9076212,238971043.7672261,-30374.67601466179,-4808.9615003839135,82849.8193705976,0,0,1,0.0,0.0,3.062541961669922,0.0,0.0,345.11370849609375,0,0,3.062541961669922,0,0,394162,0.0,0.0,2093637.597509992,2,150,143,110.25151062011719
