idx,Ck1Road,Ck1Bus,Ck1Rail,Ck2Road,Ck2Bus,Ck2Rail,CkDiffRoad,CkDiffBus,CkDiffRail,Lk1Road,Lk1Bus,Lk1Rail,Lk2Road,Lk2Bus,Lk2Rail,deltaLkRoad,deltaLkBus,deltaLkRail,scenarioLinkDepthRoad, scenarioLinkDepthBus, scenarioLinkDepthRail,scenarioLinkKMRoad, scenarioLinkKMBus, scenarioLinkKMRail,scenarioLinkSavedSecsRoad, scenarioLinkSavedSecsBus, scenarioLinkSavedSecsRail,LBarRoad, LBarBus, LBarRail,nMinusRoad, nMinusBus, nMinusRail,SavedSecsRoad, savedSecsBus, savedSecsRail,net_mode, net_i, net_j, net_secs
0,7875351.3591195345,3020828.4394794814,9164254.201400975,7873651.549526269,3020479.3350569895,9166303.1154167,-1699.8095932658762,-349.10442249197513,2048.914015725255,127394236.97560136,47481320.86912158,238888193.9478555,127367922.17900577,47477443.86109218,238957731.5291109,-26314.796595588326,-3877.0080294013023,69537.58125540614,0,0,1,0.0,0.0,3.4553136825561523,0.0,0.0,1354.7383460998535,0,0,3.4553136825561523,0,0,673861,0.0,0.0,2740237.988182655,2,335,399,124.39129257202147
1,7875351.3591195345,3020828.4394794814,9164254.201400975,7873342.729462051,3020417.7506120773,9166673.519925863,-2008.6296574836597,-410.68886740412563,2419.3185248877853,127394236.97560136,47481320.86912158,238888193.9478555,127362345.6073545,47476684.35418204,238968468.52258992,-31891.36824685335,-4636.5149395391345,80274.57473441958,0,0,1,0.0,0.0,3.5916733741760254,0.0,0.0,1244.899549484253,0,0,3.5916733741760254,0,0,699551,0.0,0.0,2908139.4934012294,2,335,400,129.3002414703369
2,7875351.3591195345,3020828.4394794814,9164254.201400975,7868928.22398603,3019565.4483386986,9171940.32767528,-6423.135133504868,-1262.991140782833,7686.1262743044645,127394236.97560136,47481320.86912158,238888193.9478555,127292237.61806753,47467824.595027596,239135965.57556477,-101999.35753382742,-13496.274093985558,247771.62770926952,0,0,1,0.0,0.0,4.486438274383545,0.0,0.0,389.46001625061035,0,0,4.486438274383545,0,0,1051373,0.0,0.0,8155044.2545237625,2,335,402,161.51177787780762
3,7875351.3591195345,3020828.4394794814,9164254.201400975,7863662.954184134,3018453.0805297745,9178317.965286084,-11688.404935400933,-2375.3589497068897,14063.763885108754,127394236.97560136,47481320.86912158,238888193.9478555,127207715.06430633,47454313.963097915,239397691.00914943,-186521.91129502654,-27006.906023666263,509497.0612939298,0,0,1,0.0,0.0,3.1108362674713135,0.0,0.0,227.5973253250122,0,0,3.1108362674713135,0,0,1848873,0.0,0.0,13903610.709733335,2,335,403,111.99010562896729
4,7875351.3591195345,3020828.4394794814,9164254.201400975,7874511.838116247,3020629.381041103,9165292.780842602,-839.5210032872856,-199.0584383783862,1038.5794416274875,127394236.97560136,47481320.86912158,238888193.9478555,127378401.56723939,47478444.97058485,238955191.33959055,-15835.408361971378,-2875.898536734283,66997.3917350471,0,0,1,0.0,0.0,1.9031994342803955,0.0,0.0,159.48483180999756,0,0,1.9031994342803955,0,0,745368,0.0,0.0,2717509.5895687467,2,335,404,68.51517963409424
5,7875351.3591195345,3020828.4394794814,9164254.201400975,7859928.875175349,3017574.0781583083,9182931.046666306,-15422.483944185078,-3254.3613211731426,18676.845265330747,127394236.97560136,47481320.86912158,238888193.9478555,127132965.00400802,47441959.499593474,239706510.18516397,-261271.97159333527,-39361.369528107345,818316.2373084724,0,0,1,0.0,0.0,2.261341094970703,0.0,0.0,143.05766773223877,0,0,2.261341094970703,0,0,2489392,0.0,0.0,16560518.270868773,2,335,405,81.40827941894531
6,7875351.3591195345,3020828.4394794814,9164254.201400975,7862658.537352144,3018161.4799252492,9179613.98272261,-12692.821767390706,-2666.9595542321913,15359.78132163547,127394236.97560136,47481320.86912158,238888193.9478555,127182680.27624573,47449680.09741365,239549873.50995424,-211556.69935563207,-31640.77170792967,661679.5620987415,0,0,1,0.0,0.0,2.1157314777374268,0.0,0.0,86.9750747680664,0,0,2.1157314777374268,0,0,1998334,0.0,0.0,15459465.296829784,2,335,406,76.16633319854736
7,7875351.3591195345,3020828.4394794814,9164254.201400975,7874277.187240842,3020582.951136226,9165573.861622898,-1074.171878692694,-245.48834325559437,1319.6602219231427,127394236.97560136,47481320.86912158,238888193.9478555,127376508.45101853,47478005.43055049,238948688.06477728,-17728.52458283305,-3315.438571088016,60494.11692178249,0,0,1,0.0,0.0,2.1964986324310303,0.0,0.0,591.0756425857544,0,0,2.1964986324310303,0,0,868235,0.0,0.0,3587996.5059946845,2,335,407,79.07395076751709
8,7875351.3591195345,3020828.4394794814,9164254.201400975,7863926.64988954,3018491.0510008438,9178016.299109638,-11424.709229994565,-2337.388478637673,13762.097708662972,127394236.97560136,47481320.86912158,238888193.9478555,127211489.4992469,47454439.413605005,239394968.18387333,-182747.4763544649,-26881.455516576767,506774.2360178232,0,0,1,0.0,0.0,3.263963222503662,0.0,0.0,199.68597793579102,0,0,3.263963222503662,0,0,1891065,0.0,0.0,14336146.700685931,2,335,408,117.50267601013184
9,7875351.3591195345,3020828.4394794814,9164254.201400975,7874226.520472695,3020573.0938397404,9165634.385687575,-1124.8386468393728,-255.34563974104822,1380.1842865999788,127394236.97560136,47481320.86912158,238888193.9478555,127374412.39349356,47477798.828894414,238955831.04706824,-19824.582107797265,-3522.0402271673083,67637.09921273589,0,0,1,0.0,0.0,1.6863001585006714,0.0,0.0,789.6597676277161,0,0,1.6863001585006714,0,0,835485,0.0,0.0,2901376.0753091862,2,335,409,60.70680570602416
