idx,Ck1Road,Ck1Bus,Ck1Rail,Ck2Road,Ck2Bus,Ck2Rail,CkDiffRoad,CkDiffBus,CkDiffRail,Lk1Road,Lk1Bus,Lk1Rail,Lk2Road,Lk2Bus,Lk2Rail,deltaLkRoad,deltaLkBus,deltaLkRail,scenarioLinkDepthRoad, scenarioLinkDepthBus, scenarioLinkDepthRail,scenarioLinkKMRoad, scenarioLinkKMBus, scenarioLinkKMRail,scenarioLinkSavedSecsRoad, scenarioLinkSavedSecsBus, scenarioLinkSavedSecsRail,LBarRoad, LBarBus, LBarRail,nMinusRoad, nMinusBus, nMinusRail,SavedSecsRoad, savedSecsBus, savedSecsRail,net_mode, net_i, net_j, net_secs
0,7875351.3591195345,3020828.4394794814,9164254.201400975,7871352.193970888,3020135.7285100506,9168946.077519074,-3999.1651486465707,-692.7109694308601,4691.876118099317,127394236.97560136,47481320.86912158,238888193.9478555,127329874.77113406,47474306.033388056,239010628.4388755,-64362.2044672966,-7014.835733525455,122434.49101999402,0,0,1,0.0,0.0,3.4572396278381348,0.0,0.0,489.7508182525635,0,0,3.4572396278381348,0,0,677602,0.0,0.0,3505146.050417964,2,255,268,124.46062660217287
1,7875351.3591195345,3020828.4394794814,9164254.201400975,7874759.628006867,3020731.2850586316,9164943.08693452,-591.7311126673594,-97.15442084986717,688.8855335451663,127394236.97560136,47481320.86912158,238888193.9478555,127385930.68635175,47480429.357748866,238903605.48191598,-8306.289249613881,-891.5113727152348,15411.53406047821,0,0,1,0.0,0.0,2.6744163036346436,0.0,0.0,2018.834080696106,0,0,2.6744163036346436,0,0,434858,0.0,0.0,1845314.4628899097,2,255,357,96.27898693084717
2,7875351.3591195345,3020828.4394794814,9164254.201400975,7864676.437782437,3018930.7104229126,9176826.851794673,-10674.921337097883,-1897.7290565688163,12572.650393698364,127394236.97560136,47481320.86912158,238888193.9478555,127231233.18216442,47462796.31273198,239279860.97589347,-163003.79343694448,-18524.55638960004,391667.0280379653,0,0,1,0.0,0.0,2.089860200881958,0.0,0.0,87.53379249572754,0,0,2.089860200881958,0,0,1415602,0.0,0.0,10585016.86944715,2,255,358,75.23496723175049
3,7875351.3591195345,3020828.4394794814,9164254.201400975,7864257.6530084945,3018874.008476269,9177302.338515202,-11093.706111039966,-1954.431003212463,13048.137114226818,127394236.97560136,47481320.86912158,238888193.9478555,127224788.51859213,47462375.98385491,239281696.9777358,-169448.45700922608,-18944.885266669095,393503.02988028526,0,0,1,0.0,0.0,1.5863014459609985,0.0,0.0,66.28212976455688,0,0,1.5863014459609985,0,0,1371489,0.0,0.0,10217235.119830305,2,255,359,57.10685205459594
4,7875351.3591195345,3020828.4394794814,9164254.201400975,7874898.552476879,3020751.857253887,9164783.590269234,-452.8066426552832,-76.58222559420392,529.388868259266,127394236.97560136,47481320.86912158,238888193.9478555,127387855.21079233,47480631.21498261,238902101.20698205,-6381.764809027314,-689.6541389748454,13907.259126543999,0,0,1,0.0,0.0,3.163224697113037,0.0,0.0,758.7022075653076,0,0,3.163224697113037,0,0,422491,0.0,0.0,1863995.6503918692,2,255,360,113.87608909606935
5,7875351.3591195345,3020828.4394794814,9164254.201400975,7864060.410932108,3018816.127772789,9177557.4612951,-11290.948187426664,-2012.311706692446,13303.259894125164,127394236.97560136,47481320.86912158,238888193.9478555,127222285.52727567,47461796.7736564,239306787.28598747,-171951.4483256936,-19524.095465183258,418593.3381319642,0,0,1,0.0,0.0,2.4229812622070312,0.0,0.0,135.85124015808105,0,0,2.4229812622070312,0,0,1492154,0.0,0.0,11012431.747691572,2,255,361,87.22732543945312
6,7875351.3591195345,3020828.4394794814,9164254.201400975,7863686.488220819,3018773.529865751,9177973.9819134,-11664.87089871522,-2054.909613730386,13719.780512426049,127394236.97560136,47481320.86912158,238888193.9478555,127216746.06100531,47461541.767171346,239302225.90162966,-177490.91459605098,-19779.101950235665,414031.9537741542,0,0,1,0.0,0.0,1.7896654605865479,0.0,0.0,108.82739639282227,0,0,1.7896654605865479,0,0,1443078,0.0,0.0,10368799.82618854,2,255,362,64.42795658111572
7,7875351.3591195345,3020828.4394794814,9164254.201400975,7865069.155520044,3018996.2611465068,9176368.583333375,-10282.203599490225,-1832.1783329746686,12114.381932400167,127394236.97560136,47481320.86912158,238888193.9478555,127237666.4948427,47463740.03979911,239273773.79914802,-156570.480758667,-17580.829322472215,385579.85129252076,0,0,1,0.0,0.0,3.1387407779693604,0.0,0.0,162.581036567688,0,0,3.1387407779693604,0,0,1487224,0.0,0.0,10427617.025899908,2,255,363,112.99466800689696
8,7875351.3591195345,3020828.4394794814,9164254.201400975,7864265.410442285,3018889.918811051,9177278.670746654,-11085.948677249253,-1938.5206684302539,13024.469345679507,127394236.97560136,47481320.86912158,238888193.9478555,127225979.60965493,47462794.67164797,239272523.89466146,-168257.365946427,-18526.197473607957,384329.946805954,0,0,1,0.0,0.0,1.594452977180481,0.0,0.0,73.94529390335083,0,0,1.594452977180481,0,0,1382519,0.0,0.0,9866967.307657922,2,255,364,57.400307178497314
9,7875351.3591195345,3020828.4394794814,9164254.201400975,7874907.515236091,3020755.9454021943,9164770.539361723,-443.8438834436238,-72.49407728714868,516.3379607480019,127394236.97560136,47481320.86912158,238888193.9478555,127387907.2739978,47480689.894246124,238900605.69753584,-6329.70160356164,-630.9748754575849,12411.74968034029,0,0,1,0.0,0.0,2.624934673309326,0.0,0.0,2215.4906787872314,0,0,2.624934673309326,0,0,393115,0.0,0.0,1675528.4237869713,2,255,365,94.49764823913574
