idx,Ck1Road,Ck1Bus,Ck1Rail,Ck2Road,Ck2Bus,Ck2Rail,CkDiffRoad,CkDiffBus,CkDiffRail,Lk1Road,Lk1Bus,Lk1Rail,Lk2Road,Lk2Bus,Lk2Rail,deltaLkRoad,deltaLkBus,deltaLkRail,scenarioLinkDepthRoad, scenarioLinkDepthBus, scenarioLinkDepthRail,scenarioLinkKMRoad, scenarioLinkKMBus, scenarioLinkKMRail,scenarioLinkSavedSecsRoad, scenarioLinkSavedSecsBus, scenarioLinkSavedSecsRail,LBarRoad, LBarBus, LBarRail,nMinusRoad, nMinusBus, nMinusRail,SavedSecsRoad, savedSecsBus, savedSecsRail,net_mode, net_i, net_j, net_secs
0,7875351.3591195345,3020828.4394794814,9164254.201400975,7838061.086025153,3013302.626189303,9209070.287785538,-37290.273094381206,-7525.81329017831,44816.086384562775,127394236.97560136,47481320.86912158,238888193.9478555,126848400.99906535,47397574.69491914,240842313.06440142,-545835.9765360057,-83746.17420244217,1954119.1165459156,0,0,1,0.0,0.0,4.478184223175049,0.0,0.0,616.6006336212158,0,0,4.478184223175049,0,0,7070394,0.0,0.0,43854119.1576636,2,354,946,161.21463203430176
1,7875351.3591195345,3020828.4394794814,9164254.201400975,7832787.527797389,3012018.6976913023,9215627.774511367,-42563.83132214565,-8809.741788179148,51373.57311039232,127394236.97560136,47481320.86912158,238888193.9478555,126754245.2073492,47380216.14805126,241280049.45391315,-639991.7682521641,-101104.72107031941,2391855.50605765,0,0,1,0.0,0.0,4.402382850646973,0.0,0.0,511.3457794189453,0,0,4.402382850646973,0,0,7929338,0.0,0.0,44757415.242175706,2,354,6658,158.48578262329102
2,7875351.3591195345,3020828.4394794814,9164254.201400975,7849508.840495018,3015444.877139027,9195480.282366011,-25842.518624516204,-5383.562340454198,31226.080965036526,127394236.97560136,47481320.86912158,238888193.9478555,127006193.19389762,47416721.59373683,240217391.5916334,-388043.78170374036,-64599.27538475394,1329197.643777907,0,0,1,0.0,0.0,4.846235752105713,0.0,0.0,494.2620906829834,0,0,4.846235752105713,0,0,4875262,0.0,0.0,29158269.21090556,2,354,6659,174.46448707580566
3,7875351.3591195345,3020828.4394794814,9164254.201400975,7854791.096259086,3016357.809330895,9189285.094410012,-20560.2628604481,-4470.630148586351,25030.89300903678,127394236.97560136,47481320.86912158,238888193.9478555,127071786.04444222,47425136.48391037,240065140.95827556,-322450.9311591387,-56184.38521121442,1176947.0104200542,0,0,1,0.0,0.0,3.1785647869110107,0.0,0.0,211.7385835647583,0,0,3.1785647869110107,0,0,4828561,0.0,0.0,30427156.91815888,2,354,6775,114.4283323287964
4,7875351.3591195345,3020828.4394794814,9164254.201400975,7844422.309169451,3014243.348736224,9201768.342094319,-30929.049950083718,-6585.0907432571985,37514.140693344176,127394236.97560136,47481320.86912158,238888193.9478555,126906266.71151878,47402719.42467693,240599055.47530198,-487970.2640825808,-78601.44444464892,1710861.5274464786,0,0,1,0.0,0.0,3.6313881874084473,0.0,0.0,235.38729286193848,0,0,3.6313881874084473,0,0,4928381,0.0,0.0,34368477.2215274,2,354,6778,130.7299747467041
5,7875351.3591195345,3020828.4394794814,9164254.201400975,7839909.631406879,3012918.804357868,9207605.564235212,-35441.72771265544,-7909.635121613275,43351.362834237516,127394236.97560136,47481320.86912158,238888193.9478555,126878214.5690427,47382914.76416112,240816739.18494517,-516022.40655866265,-98406.10496046394,1928545.2370896637,0,0,1,0.0,0.0,1.6928666830062866,0.0,0.0,293.65461587905884,0,0,1.6928666830062866,0,0,6663224,0.0,0.0,43759571.06206834,2,355,0,60.943200588226325
6,7875351.3591195345,3020828.4394794814,9164254.201400975,7856071.564153048,3016732.137413235,9187630.29843366,-19279.794966486283,-4096.302066246513,23376.097032684833,127394236.97560136,47481320.86912158,238888193.9478555,127097935.66057362,47431232.207449935,239947182.15522662,-296301.3150277436,-50088.66167164594,1058988.2073711157,0,0,1,0.0,0.0,4.113186359405518,0.0,0.0,172.59932899475098,0,0,4.113186359405518,0,0,4605381,0.0,0.0,29508680.26299448,2,355,162,148.07470893859863
7,7875351.3591195345,3020828.4394794814,9164254.201400975,7857829.737544019,3017067.6127073457,9185536.64974867,-17521.621575515717,-3760.8267721356824,21282.448347695172,127394236.97560136,47481320.86912158,238888193.9478555,127123406.73745604,47434964.46775065,239904551.60731295,-270830.2381453216,-46356.40137092769,1016357.6594574451,0,0,1,0.0,0.0,4.322172164916992,0.0,0.0,198.81871604919434,0,0,4.322172164916992,0,0,4797117,0.0,0.0,29940950.9712931,2,355,166,155.59819793701172
8,7875351.3591195345,3020828.4394794814,9164254.201400975,7834652.340288747,3012322.14892188,9213459.510789383,-40699.01883078739,-8506.29055760149,49205.30938840844,127394236.97560136,47481320.86912158,238888193.9478555,126772073.38350089,47380049.8119525,241024406.1397084,-622163.5921004713,-101271.05716907978,2136212.1918528974,0,0,1,0.0,0.0,3.666377544403076,0.0,0.0,157.51383018493652,0,0,3.666377544403076,0,0,6154648,0.0,0.0,40583148.65969414,2,355,168,131.98959159851074
9,7875351.3591195345,3020828.4394794814,9164254.201400975,7854931.776337624,3016499.174225546,9189003.049436795,-20419.582781910896,-4329.265253935475,24748.84803581983,127394236.97560136,47481320.86912158,238888193.9478555,127081446.19559701,47429436.28859341,240069554.02524394,-312790.78000435233,-51884.58052816987,1181360.0773884356,0,0,1,0.0,0.0,4.691105842590332,0.0,0.0,227.4034252166748,0,0,4.691105842590332,0,0,5246541,0.0,0.0,31921013.81103086,2,355,171,168.87981033325195
