idx,Ck1Road,Ck1Bus,Ck1Rail,Ck2Road,Ck2Bus,Ck2Rail,CkDiffRoad,CkDiffBus,CkDiffRail,Lk1Road,Lk1Bus,Lk1Rail,Lk2Road,Lk2Bus,Lk2Rail,deltaLkRoad,deltaLkBus,deltaLkRail,scenarioLinkDepthRoad, scenarioLinkDepthBus, scenarioLinkDepthRail,scenarioLinkKMRoad, scenarioLinkKMBus, scenarioLinkKMRail,scenarioLinkSavedSecsRoad, scenarioLinkSavedSecsBus, scenarioLinkSavedSecsRail,LBarRoad, LBarBus, LBarRail,nMinusRoad, nMinusBus, nMinusRail,SavedSecsRoad, savedSecsBus, savedSecsRail,net_mode, net_i, net_j, net_secs
0,7875351.3591195345,3020828.4394794814,9164254.201400975,7852797.957374836,3016213.3968168087,9191422.645808367,-22553.401744698174,-4615.0426626726985,27168.444407392293,127394236.97560136,47481320.86912158,238888193.9478555,127042674.32307968,47426178.567447394,239938070.73155457,-351562.65252168477,-55142.30167418718,1049876.7836990654,0,0,1,0.0,0.0,4.759069442749023,0.0,0.0,322.70704650878906,0,0,4.759069442749023,0,0,2891295,0.0,0.0,22118617.84937516,2,401,174,171.32649993896484
1,7875351.3591195345,3020828.4394794814,9164254.201400975,7867854.703941635,3019401.0912594036,9173178.204798935,-7496.655177899636,-1427.348220077809,8924.003397960216,127394236.97560136,47481320.86912158,238888193.9478555,127271999.51973349,47466129.16424448,239176127.00523677,-122237.45586787164,-15191.704877100885,287933.0573812723,0,0,1,0.0,0.0,4.237967014312744,0.0,0.0,330.86120796203613,0,0,4.237967014312744,0,0,759032,0.0,0.0,7102064.387937578,2,401,296,152.5668125152588
2,7875351.3591195345,3020828.4394794814,9164254.201400975,7870688.45004067,3019956.8681680234,9169788.681791296,-4662.909078864381,-871.571311458014,5534.480390321463,127394236.97560136,47481320.86912158,238888193.9478555,127318155.50131498,47472299.63205609,239043405.00284377,-76081.47428637743,-9021.23706549406,155211.05498826504,0,0,1,0.0,0.0,4.037662982940674,0.0,0.0,264.54077339172363,0,0,4.037662982940674,0,0,689767,0.0,0.0,5566349.057607503,2,401,297,145.35586738586426
3,7875351.3591195345,3020828.4394794814,9164254.201400975,7870287.406101172,3019867.384720521,9170279.209178295,-5063.953018362634,-961.0547589603812,6025.007777320221,127394236.97560136,47481320.86912158,238888193.9478555,127311199.89528455,47471002.95980184,239064401.8440647,-83037.0803168118,-10317.909319743514,176207.89620921016,0,0,1,0.0,0.0,3.0472867488861084,0.0,0.0,149.70914554595947,0,0,3.0472867488861084,0,0,729287,0.0,0.0,6077078.805577578,2,401,300,109.7023229598999
4,7875351.3591195345,3020828.4394794814,9164254.201400975,7864847.454284676,3018800.6777621903,9176785.867953131,-10503.904834858142,-2027.7617172910832,12531.66655215621,127394236.97560136,47481320.86912158,238888193.9478555,127222919.64174098,47459498.02386888,239314986.6338738,-171317.33386038244,-21822.84525270015,426792.68601828814,0,0,1,0.0,0.0,4.269560813903809,0.0,0.0,337.9113349914551,0,0,4.269560813903809,0,0,967663,0.0,0.0,8927411.08028642,2,401,302,153.7041893005371
5,7875351.3591195345,3020828.4394794814,9164254.201400975,7866153.957307066,3019079.267747632,9175200.774945308,-9197.401812468655,-1749.171731849201,10946.573544332758,127394236.97560136,47481320.86912158,238888193.9478555,127245253.30510037,47462768.97227893,239239013.92145225,-148983.67050099373,-18551.89684265107,350819.9735967517,0,0,1,0.0,0.0,3.4810147285461426,0.0,0.0,303.58168029785156,0,0,3.4810147285461426,0,0,855428,0.0,0.0,7934497.146477158,2,401,303,125.31653022766113
6,7875351.3591195345,3020828.4394794814,9164254.201400975,7868986.527236571,3019584.0626247493,9171863.410138698,-6364.831882963888,-1244.376854732167,7609.208737723529,127394236.97560136,47481320.86912158,238888193.9478555,127291001.26270303,47468070.482215084,239134091.31366634,-103235.7128983289,-13250.38690649718,245897.36581084132,0,0,1,0.0,0.0,4.5537800788879395,0.0,0.0,490.33826637268066,0,0,4.5537800788879395,0,0,881881,0.0,0.0,6902099.89444896,2,401,331,163.93608283996582
7,7875351.3591195345,3020828.4394794814,9164254.201400975,7869612.870441046,3019702.0658628806,9171119.063696079,-5738.48867848888,-1126.3736166008748,6864.862295104191,127394236.97560136,47481320.86912158,238888193.9478555,127302580.94033621,47468774.90198769,239110074.42028815,-91656.03526514769,-12545.967133894563,221880.47243264318,0,0,1,0.0,0.0,3.498548984527588,0.0,0.0,314.80131912231445,0,0,3.498548984527588,0,0,1217265,0.0,0.0,8095005.066021638,2,401,332,125.94776344299316
8,7875351.3591195345,3020828.4394794814,9164254.201400975,7857479.871585959,3017183.0835104124,9185771.044903599,-17871.487533575855,-3645.35596906906,21516.84350262396,127394236.97560136,47481320.86912158,238888193.9478555,127107391.54956497,47441032.97387147,239712556.65953237,-286845.4260363877,-40287.89525011182,824362.7116768658,0,0,1,0.0,0.0,4.476618766784668,0.0,0.0,455.0284194946289,0,0,4.476618766784668,0,0,1588609,0.0,0.0,13941130.560341,2,401,333,161.15827560424805
9,7875351.3591195345,3020828.4394794814,9164254.201400975,7856360.32411945,3016924.0327608297,9187149.64311972,-18991.0350000849,-3904.406718651764,22895.441718745977,127394236.97560136,47481320.86912158,238888193.9478555,127093523.15768476,47436241.4594827,239756893.94389027,-300713.8179166019,-45079.40963888168,868699.9960347712,0,0,1,0.0,0.0,3.916497230529785,0.0,0.0,347.07653045654297,0,0,3.916497230529785,0,0,2068942,0.0,0.0,16948905.06867355,2,401,336,140.99390029907227
