idx,Ck1Road,Ck1Bus,Ck1Rail,Ck2Road,Ck2Bus,Ck2Rail,CkDiffRoad,CkDiffBus,CkDiffRail,Lk1Road,Lk1Bus,Lk1Rail,Lk2Road,Lk2Bus,Lk2Rail,deltaLkRoad,deltaLkBus,deltaLkRail,scenarioLinkDepthRoad, scenarioLinkDepthBus, scenarioLinkDepthRail,scenarioLinkKMRoad, scenarioLinkKMBus, scenarioLinkKMRail,scenarioLinkSavedSecsRoad, scenarioLinkSavedSecsBus, scenarioLinkSavedSecsRail,LBarRoad, LBarBus, LBarRail,nMinusRoad, nMinusBus, nMinusRail,SavedSecsRoad, savedSecsBus, savedSecsRail,net_mode, net_i, net_j, net_secs
0,7875351.3591195345,3020828.4394794814,9164254.201400975,7867235.83171685,3019032.173546775,9174165.99473638,-8115.5274026840925,-1796.2659327066503,9911.79333540611,127394236.97560136,47481320.86912158,238888193.9478555,127261047.37560977,47461177.86389622,239418687.11586237,-133189.59999158978,-20143.005225360394,530493.1680068672,0,0,1,0.0,0.0,1.1876444816589355,0.0,0.0,139.71836757659912,0,0,1.1876444816589355,0,0,2823893,0.0,0.0,15285391.8189449,2,189,626,42.75520133972168
1,7875351.3591195345,3020828.4394794814,9164254.201400975,7870218.79651495,3019707.7096393597,9170507.493845642,-5132.562604584731,-1120.7298401216976,6253.292444666848,127394236.97560136,47481320.86912158,238888193.9478555,127307803.73848942,47469278.483117394,239201160.82539845,-86433.23711194098,-12042.386004187167,312966.87754294276,0,0,1,0.0,0.0,2.221709966659546,0.0,0.0,155.82134914398193,0,0,2.221709966659546,0,0,1698837,0.0,0.0,9808355.246675072,2,189,627,79.98155879974365
2,7875351.3591195345,3020828.4394794814,9164254.201400975,7871036.484864873,3019873.7899939404,9169523.725141209,-4314.874254661612,-954.6494855410419,5269.5237402338535,127394236.97560136,47481320.86912158,238888193.9478555,127322829.9191009,47470640.69070886,239155834.94113374,-71407.05650046468,-10680.178412720561,267640.9932782352,0,0,1,0.0,0.0,1.6409188508987427,0.0,0.0,63.383567333221436,0,0,1.6409188508987427,0,0,1543158,0.0,0.0,9433101.106513977,2,189,628,59.073078632354736
3,7875351.3591195345,3020828.4394794814,9164254.201400975,7868321.9892883515,3019316.7083296888,9172795.302381976,-7029.369831182994,-1511.7311497926712,8541.10098100081,127394236.97560136,47481320.86912158,238888193.9478555,127277746.05989186,47465270.32166615,239299172.57782373,-116490.91570949554,-16050.54745543003,410978.62996822596,0,0,1,0.0,0.0,1.4893757104873657,0.0,0.0,116.57829236984253,0,0,1.4893757104873657,0,0,1935456,0.0,0.0,11423689.750256235,2,189,629,53.617525577545166
4,7875351.3591195345,3020828.4394794814,9164254.201400975,7869053.615811418,3019475.2055247515,9171905.178663788,-6297.743308116682,-1353.233954729978,7650.977262813598,127394236.97560136,47481320.86912158,238888193.9478555,127289685.62652108,47467010.11013282,239260278.3291228,-104551.34908027947,-14310.758988760412,372084.3812673092,0,0,1,0.0,0.0,2.2930099964141846,0.0,0.0,159.06256771087646,0,0,2.2930099964141846,0,0,1812878,0.0,0.0,10734509.690390958,2,189,630,82.54835987091064
5,7875351.3591195345,3020828.4394794814,9164254.201400975,7872183.308699335,3020137.4210423953,9168113.270258235,-3168.050420199521,-691.0184370861389,3859.0688572600484,127394236.97560136,47481320.86912158,238888193.9478555,127342915.22901836,47473704.621031724,239072010.99163827,-51321.746582999825,-7616.2480898573995,183817.04378277063,0,0,1,0.0,0.0,4.33210563659668,0.0,0.0,347.7736358642578,0,0,4.33210563659668,0,0,1458970,0.0,0.0,7698029.089168316,2,189,650,155.95580291748047
6,7875351.3591195345,3020828.4394794814,9164254.201400975,7866142.774177013,3018865.124263232,9175426.101559734,-9208.584942521527,-1963.3152162493207,11171.900158759207,127394236.97560136,47481320.86912158,238888193.9478555,127245235.99017161,47461035.449603304,239395245.65972912,-149000.9854297489,-20285.41951827705,507051.71187362075,0,0,1,0.0,0.0,4.540787220001221,0.0,0.0,328.6677188873291,0,0,4.540787220001221,0,0,1593399,0.0,0.0,10036915.512006111,2,189,656,163.46833992004395
7,7875351.3591195345,3020828.4394794814,9164254.201400975,7863476.063535876,3018313.901935251,9178644.034528852,-11875.295583658852,-2514.537544230465,14389.833127876744,127394236.97560136,47481320.86912158,238888193.9478555,127203956.68865128,47455504.60927749,239535270.7573444,-190280.2869500816,-25816.259844094515,647076.8094888926,0,0,1,0.0,0.0,3.7118780612945557,0.0,0.0,322.87126064300537,0,0,3.7118780612945557,0,0,1999583,0.0,0.0,11975107.242499232,2,189,657,133.627610206604
8,7875351.3591195345,3020828.4394794814,9164254.201400975,7872102.810818237,3020122.893361004,9168208.29582074,-3248.54830129724,-705.5461184773594,3954.094419764355,127394236.97560136,47481320.86912158,238888193.9478555,127341182.98599334,47473553.05592629,239073389.91732037,-53053.98960801959,-7767.813195288181,185195.9694648683,0,0,1,0.0,0.0,3.629485845565796,0.0,0.0,255.15377712249756,0,0,3.629485845565796,0,0,1283178,0.0,0.0,7436449.935225433,2,189,661,130.66149044036865
9,7875351.3591195345,3020828.4394794814,9164254.201400975,7871524.849249089,3020038.941597641,9168870.209153255,-3826.509870445356,-789.4978818404488,4616.007752280682,127394236.97560136,47481320.86912158,238888193.9478555,127332182.7390028,47473172.16933315,239084076.9425214,-62054.236598566175,-8148.699788428843,195882.99466589093,0,0,1,0.0,0.0,4.960452079772949,0.0,0.0,795.5106010437012,0,0,4.960452079772949,0,0,946562,0.0,0.0,6272785.704281367,2,189,662,178.57627487182617
